field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM
"721","80653580",45.5183492550,-122.7153005700,".",311.5732421900,0.0021502760,0.0033476960,8.5431604385,240.0000000000
"722","80654989",45.5174792140,-122.7150939600,".",68.3006744380,0.0017230565,0.0009945537,10.2200937270,232.0000000000
"723","80685865",48.4566927230,-123.3247789800,".",289.9490661600,0.0017234801,0.0024367133,6.2967057228,116.0000000000
"724","80755067",45.5144452130,-122.7186297000,".",53.2413291930,0.0020300066,0.0013503486,6.0329718590,269.0000000000
"725","80801854",47.6669834700,-122.3317109900,".",115.3379592900,0.0006976853,0.0007895167,1.3940491676,94.0000000000
"726","80802252",47.6668778300,-122.3289773900,".",59.7426834110,-0.0011783245,0.0003368997,0.9536786079,86.0000000000
"727","80985866",47.5522100000,-122.2564700000,".",142.7629852300,0.0033334193,0.0023829788,19.9146766660,22.0000000000
"728","80987370",47.5537300000,-122.2537800000,".",132.1971130400,0.0010497897,-0.0035596874,18.9860572810,29.0000000000
"729","80995127",49.0647998780,-123.8002065900,".",112.5552825900,-0.0040895925,-0.0009448606,15.9945068360,53.0000000000
"730","80995249",49.0645045600,-123.7997398200,".",98.6387329100,0.0041864133,0.0002879919,14.2106266020,69.0000000000
"731","81097087",45.9808667400,-122.4593215500,".",0.0000000000,0.0000000000,0.0000000000,0.0000000000,70.0000000000
"732","81097775",45.9131529520,-122.5852600900,".",177.9019470200,-0.0013030989,0.0002973944,3.1545641422,316.0000000000
"733","81139901",49.3220884000,-123.0443432000,".",164.2442627000,0.0011747869,0.0022347218,4.5900812149,133.0000000000
"734","81140152",49.3229805000,-123.0448531000,".",282.3135070800,-0.0006669674,0.0012790742,5.5096397400,132.0000000000
"735","81140215",49.3220708000,-123.0441113000,".",215.1656341600,0.0027645058,0.0024544143,2.9701781273,134.0000000000
"736","81140255",49.3214561000,-123.0443652000,".",213.0271148700,0.0020533015,0.0010618761,8.8183927536,130.0000000000
"737","81228254",49.3224379000,-122.9710013000,".",68.8997879030,-0.0003307636,0.0007936807,3.6673636436,136.0000000000
"738","81358872",47.7607675640,-122.4782242300,".",327.5477600100,0.0011792465,-0.0001098769,3.4212377071,59.0000000000
"739","81363664",47.7627423240,-122.4745063300,".",231.7610626200,-0.0017770334,-0.0007692799,3.0389318466,41.0000000000
"740","81459253",47.7321323840,-122.5525919300,".",283.1126709000,0.0005597277,0.0006377436,4.3420729637,29.0000000000
"741","81481815",45.5628666670,-122.8961888900,".",165.1084289600,0.0004830470,0.0004009552,1.6380054951,72.0000000000
"742","81482516",45.4983722220,-122.8394138900,".",333.1227722200,-0.0014244580,-0.0001467151,9.5642471313,62.0000000000
"743","81487639",45.4997694440,-122.8448972200,".",109.6782913200,-0.0015667820,-0.0056257211,7.8192648888,59.0000000000
"744","81515211",48.9126446390,-121.9975892300,".",175.2327423100,0.0020701331,0.0007073905,3.5648169518,270.0000000000
"745","81615404",46.9792116670,-122.3698200000,".",144.8659515400,-0.0041814181,0.0005980844,5.8657102585,158.0000000000
"746","81714595",46.7546383330,-122.9866416700,".",207.2204132100,-0.0042946944,0.0006714267,7.6624145508,62.0000000000
"747","81714821",46.5511866670,-122.8767250000,".",190.6538848900,-0.0043013208,0.0056557138,18.5915508270,157.0000000000
"748","81715045",46.4939616670,-122.8769216700,".",278.8222045900,-0.0000470088,0.0008299897,4.0144262314,163.0000000000
"749","81715657",45.9559166670,-122.5815666700,".",292.5510253900,-0.0013151503,0.0017046857,25.1566772460,103.0000000000
"750","81755200",46.9767450000,-122.3704133300,".",59.3308258060,0.0009353413,0.0000632231,3.1595945358,166.0000000000
"751","81910497",45.5102233890,-122.7163863600,".",268.5204467800,-0.0009339537,-0.0015575209,2.3596711159,209.0000000000
"752","81933770",48.5164431960,-123.3661628100,".",14.7607069020,-0.0004098986,-0.0007193938,7.9499492645,12.0000000000
"753","81934378",48.5165568620,-123.3661171300,".",20.9584960940,0.0014664276,0.0000059370,7.9634351730,12.0000000000
"754","82037896",45.2788743210,-121.6152060400,".",217.3296966600,0.0001833108,-0.0001679945,13.5110225680,1083.0000000000
"755","82096280",45.5000583330,-122.8452000000,".",295.9965820300,0.0001668110,-0.0009169600,10.7749547960,63.0000000000
"756","82096361",45.5029416670,-122.8424750000,".",46.4471206670,0.0000307046,0.0027905188,6.6877856255,59.0000000000
"757","82099053",45.5757194440,-122.1118083300,".",127.1611099200,-0.0019602310,-0.0084619401,25.9468555450,278.0000000000
"758","82109949",45.5744916670,-122.1077166700,".",159.5371246300,-0.0034417452,-0.0074405884,17.6665344240,340.0000000000
"759","82112404",47.5982950000,-121.9926750000,".",235.5949096700,-0.0008068936,-0.0005678603,2.6567277908,151.0000000000
"760","82113245",47.5961916670,-121.9956750000,".",166.9967804000,0.0007203312,0.0004868040,3.7133109570,151.0000000000
"761","82113818",47.5983550000,-121.9929666700,".",268.1528015100,-0.0001463472,-0.0000395567,1.8982553482,151.0000000000
"762","82185786",47.7116069060,-122.5793471900,".",297.5150756800,-0.0017925999,-0.0010783967,6.1232132912,33.0000000000
"763","82203093",47.7615898290,-122.4773970200,".",245.9144439700,-0.0003369552,0.0004789300,2.8112792969,59.0000000000
"764","82220359",47.7613908240,-122.4768622300,".",206.4909210200,0.0005430197,-0.0010895316,2.2090475559,58.0000000000
"765","82230061",45.4729172870,-122.5040527200,".",304.5036621100,0.0009710892,0.0014623305,6.6109576225,181.0000000000
"766","82316681",45.4995888380,-122.8443682200,".",120.6079330400,0.0000270231,-0.0013026219,11.6225566860,63.0000000000
"767","82319512",45.5140025400,-122.7196210800,".",92.5419387820,0.0010121327,0.0008264441,3.8386449814,273.0000000000
"768","82327258",45.5127948800,-122.7159770800,".",232.5068969700,-0.0032921236,-0.0000967918,6.5763831139,231.0000000000
"769","82335470",45.5131859000,-122.7140879800,".",228.3459014900,0.0023628988,-0.0011560041,6.5233020782,253.0000000000
"770","82336309",45.5130871200,-122.7143250400,".",237.2071838400,0.0018479768,-0.0009220870,8.3516244888,251.0000000000
"771","82338709",45.5129284690,-122.7107568300,".",124.9066162100,-0.0018119790,0.0007012824,10.4907360080,235.0000000000
"772","82345498",45.5118697510,-122.7149916200,".",216.1703033400,-0.0011260025,-0.0006473959,6.9046807289,229.0000000000
"773","82350037",45.5124079530,-122.7156531200,".",231.4414672900,-0.0030474572,-0.0006778948,8.7606992722,231.0000000000
"774","82371091",45.5115514480,-122.7180225100,".",274.5743713400,-0.0033530770,-0.0047214865,10.2487039570,225.0000000000
"775","82371404",45.5115529150,-122.7182631600,".",288.3787231400,-0.0007794788,-0.0034266163,11.8128871920,230.0000000000
"776","82383912",45.5756500000,-122.1143916700,".",100.4778366100,-0.0038087373,-0.0005697999,37.6787834170,270.0000000000
"777","82387275",45.5758638890,-122.1150777800,".",98.4310760500,-0.0090184761,-0.0021441258,24.0280971530,244.0000000000
"778","82395029",45.5769388890,-122.1168027800,".",129.0793762200,-0.0101919351,-0.0260008685,49.8951072690,53.0000000000
"779","82444197",48.4923823230,-123.3657886300,".",319.9118042000,0.0023355479,-0.0000381225,4.2627744675,55.0000000000
"780","82445420",45.5170283330,-122.7139116700,".",48.6944427490,-0.0061491076,-0.0013982126,6.9668054581,215.0000000000
"781","82447728",47.3180300000,-122.5431133300,".",98.5488052370,0.0073006274,0.0008212072,19.7874755860,62.0000000000
"782","82448623",47.2832800000,-122.3219833300,".",291.5363464400,0.0000516170,0.0024512322,5.4130048752,69.0000000000
"783","82448925",45.5172713180,-122.7130117100,".",172.1936340300,-0.0031240860,-0.0014383504,14.3292827610,220.0000000000
"784","82448987",45.5200605830,-122.7077576400,".",28.2699813840,-0.0001027731,0.0014924729,12.5667915340,170.0000000000
"785","82449489",45.5168133330,-122.7132783300,".",160.7923736600,-0.0057996567,-0.0022935548,12.3172235490,216.0000000000
"786","82486150",49.3408256000,-123.2262912000,".",252.5586853000,0.0011096217,0.0011351352,5.4034800529,20.0000000000
"787","82492592",45.5165995900,-122.7139827900,".",63.1115074160,-0.0060567446,-0.0080234082,10.1252326970,214.0000000000
"788","82494077",45.5162050000,-122.7143500000,".",38.0402717590,0.0013157340,-0.0018025086,15.3999023440,236.0000000000
"789","82693780",45.5164500000,-122.7148616700,".",64.6926116940,0.0065972121,0.0027041580,13.3893623350,247.0000000000
"790","82696271",45.5164983180,-122.7148997400,".",64.6926116940,0.0065972121,0.0027041580,13.3893623350,247.0000000000
"791","82745879",47.7608205200,-122.4774166500,".",232.5046844500,-0.0017613260,-0.0016658769,2.1011049747,55.0000000000
"792","82752477",45.5179226580,-122.7133890000,".",104.0461959800,-0.0004231532,-0.0011781430,10.2181129460,209.0000000000
"793","82892092",46.9332716670,-122.2665416700,".",227.0210571300,-0.0005857000,-0.0015178787,10.4855003360,248.0000000000
"794","82894831",46.9220866670,-122.2622216700,".",78.9626541140,0.0002041704,-0.0031419466,7.9509801865,232.0000000000
"795","83022098",47.5344543460,-122.3953664300,".",149.5223846400,0.0014407438,-0.0009632063,13.9034004210,50.0000000000
"796","83096820",45.5254529620,-122.7157519400,".",147.1640930200,0.0055330084,-0.0023746581,7.5604329109,282.0000000000
"797","83167574",47.8628507210,-122.5146925500,".",246.9947814900,0.0032768955,0.0000479992,4.6932334900,17.0000000000
"798","83168797",47.8718109340,-122.5412038300,".",255.2064819300,-0.0001403895,-0.0019477329,5.1939826012,80.0000000000
"799","83196980",47.3112033330,-122.5389333300,".",198.3735809300,-0.0016283524,-0.0019755736,9.1316347122,85.0000000000
"800","83337382",50.2187649100,-125.0663723400,".",186.9080658000,-0.0029271250,-0.0051706727,15.5339326860,26.0000000000
"801","83348427",47.7047427480,-122.0918460700,".",103.5769500700,0.0009428574,0.0008846332,3.4718279839,31.0000000000
"802","83348870",47.7190948240,-122.0511452600,".",156.8649139400,-0.0008511283,-0.0010452012,2.7220110893,131.0000000000
"803","83350322",45.5080638890,-122.7157166700,".",261.2098999000,-0.0004768519,0.0008792704,6.0156917572,194.0000000000
"804","83415556",47.5521800000,-122.2535900000,".",191.4192504900,0.0014332891,-0.0010679918,4.3722505569,44.0000000000
"805","83416123",45.4648849510,-122.3935955900,".",67.5336914060,-0.0006849320,-0.0011923460,3.7468967438,123.0000000000
"806","83443772",50.2230260500,-125.0674043900,".",231.8478698700,0.0007875295,-0.0040747328,14.4699487690,32.0000000000
"807","83452082",50.2226615600,-125.0676486600,".",228.9411163300,-0.0051823594,-0.0078050769,10.5056905750,20.0000000000
"808","83472951",45.5110972220,-122.7153444400,".",257.3839111300,0.0032100044,0.0032986368,8.8943395615,224.0000000000
"809","83473193",45.5182737380,-122.7175647800,".",178.0356292700,-0.0028034705,-0.0005830451,7.8378648758,217.0000000000
"810","83473813",45.5081750000,-122.7132222200,".",243.0959472700,-0.0003772608,-0.0000587930,1.7593375444,190.0000000000
"811","83562291",45.5115426240,-122.7116828900,".",239.4656372100,-0.0009071714,-0.0032859873,18.2789611820,221.0000000000
"812","83563381",45.5113445540,-122.7121949900,".",272.9322509800,-0.0045970385,-0.0053061438,9.9769687653,209.0000000000
"813","83566783",45.5110283880,-122.7190432100,".",340.3929748500,-0.0012102701,-0.0007585628,11.7211227420,237.0000000000
"814","83732062",48.5167539340,-123.3677906100,".",52.8143692020,0.0008226582,0.0020744309,13.8027563100,38.0000000000
"815","83800854",50.0874376000,-125.3144324000,".",69.3795547490,-0.0005141133,-0.0004643576,3.5978841782,41.0000000000
"816","83809392",45.5173060000,-122.7189980000,".",284.3896484400,0.0040495731,0.0055682338,12.3687124250,242.0000000000
"817","83810196",45.5173060000,-122.7189980000,".",284.3896484400,0.0040495731,0.0055682338,12.3687124250,242.0000000000
"818","83891414",49.2857816670,-124.3718800000,".",296.1276855500,0.0004230482,0.0002371318,4.1541948318,139.0000000000
"819","83895855",49.2864416670,-124.3712366700,".",64.4356079100,0.0009690961,0.0014214636,5.2955627441,139.0000000000
"820","83895856",49.2864566670,-124.3712516700,".",65.2537155150,0.0016913423,0.0018661156,3.8743555546,141.0000000000
"821","83897208",49.2859562100,-124.3714820400,".",298.0908203100,-0.0009483158,-0.0003503537,4.2648653984,137.0000000000
"822","83897209",49.2861233330,-124.3717433300,".",256.9719543500,0.0014024182,0.0012010164,3.8637223244,141.0000000000
"823","84069353",48.6847490070,-122.9240437400,".",50.3710823060,-0.0011581916,-0.0033998284,22.6053924560,26.0000000000
"824","84087144",48.6234672730,-122.8547254700,".",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"825","84142481",49.3240659000,-122.9388500000,".",72.0076522830,0.0040408750,0.0035236590,15.3003883360,61.0000000000
"826","84264013",47.7612003640,-122.4776887900,".",315.7115173300,-0.0017502694,-0.0007447312,4.8693246841,57.0000000000
"827","84320891",45.5113843970,-122.7195812900,".",312.6040344200,0.0018531604,0.0006321016,12.3093175890,244.0000000000
"828","84321788",45.5112442930,-122.7196410600,".",293.2865295400,-0.0007322515,0.0032941797,6.9587326050,243.0000000000
"829","84365621",45.5373633330,-123.0024944500,".",242.5364990200,0.0007946904,-0.0029145142,16.5072078700,67.0000000000
"830","84613520",49.1096740000,-122.7606460000,".",278.1166076700,-0.0029601583,-0.0004257952,4.3712229729,30.0000000000
"831","84620183",45.3510160000,-121.9682780000,".",178.0433654800,0.0012758437,0.0015839565,2.6092162132,420.0000000000
"833","84733991",48.4723731290,-122.4458573400,".",183.9607391400,-0.0002530572,-0.0000644239,3.9094970226,26.0000000000
"834","84769737",54.3168503230,-130.3200381200,".",,,,,
"835","84932614",49.3537686000,-123.2678987000,".",185.7610015900,0.0024267370,-0.0023928354,8.7750291824,19.0000000000
"836","84940086",45.5705250000,-122.1253444400,".",76.1217422490,-0.0078025525,-0.0092928261,22.0739765170,316.0000000000
"837","84968283",45.7781750000,-122.6704033300,".",258.8818969700,0.0004754480,0.0008196062,4.9944553375,78.0000000000
"838","85000753",47.6317050000,-122.3130716700,".",53.9855346680,0.0009863280,0.0011978613,4.3993625641,133.0000000000
"839","85035731",47.1332083330,-122.8002383300,".",284.8163452100,-0.0002084811,0.0011229323,3.7826240063,60.0000000000
"840","85039935",47.2476300000,-122.4929200000,".",256.4504699700,-0.0004025313,0.0006505864,2.9492037296,123.0000000000
"841","85298626",48.9724433330,-125.6077666700,".",158.2657928500,-0.0001948057,0.0000901834,1.5946347713,26.0000000000
"842","85409524",49.0761100000,-125.8455666700,".",286.5301818800,0.0001355184,0.0002512204,6.3458499908,10.0000000000
"843","85418178",49.6325594400,-125.5292410200,".",168.1538238500,0.0029300638,0.0042109857,12.5991287230,253.0000000000
"844","85418346",49.8740882400,-126.1639127100,".",182.3967285200,0.0006201713,0.0000649791,10.5823507310,217.0000000000
"845","85418435",50.2745020400,-125.4248427200,".",84.8235397340,-0.0009813419,0.0009672064,12.4502696990,8.0000000000
"846","85418556",50.2741638500,-125.4234653300,".",69.2048797610,-0.0016129429,0.0035314304,15.2161302570,9.0000000000
"847","85669427",49.1157940000,-122.7707450000,".",225.8416748000,0.0031261717,0.0000583205,6.1436772346,28.0000000000
"848","85693634",47.6729250000,-122.2943116700,".",211.8583831800,0.0007968022,-0.0005475089,5.1343951225,87.0000000000
"849","85694678",47.6740200000,-122.2984250000,".",225.1104583700,0.0001874706,0.0010158587,5.3018817902,66.0000000000
"850","85830468",48.4147482500,-123.7046259100,".",236.1083984400,-0.0009294807,-0.0001319781,10.2180023190,52.0000000000
"851","85830816",48.4145874860,-123.7042446200,".",239.3394012500,-0.0007137593,-0.0017045052,8.7287721634,56.0000000000
"852","85830934",48.4154140250,-123.6984482800,".",243.2289123500,-0.0060368478,0.0014925625,10.5868425370,93.0000000000
"853","85831032",48.4173541000,-123.6907006300,".",277.5003662100,-0.0045580897,-0.0022357581,10.0424785610,142.0000000000
"854","85831701",48.4176237880,-123.6903554700,".",172.4665069600,-0.0052141300,-0.0047121849,8.7827377319,141.0000000000
"855","85870718",49.2837416670,-124.2302033300,".",90.4645385740,-0.0004951444,0.0001662596,0.9365102053,100.0000000000
"856","85951101",45.5166268800,-122.7145021900,".",23.0192031860,-0.0007234095,0.0009386169,17.0969848630,228.0000000000
"857","85988471",49.2754250000,-124.1196183300,".",95.3971176150,-0.0019431366,0.0007795755,7.2196712494,21.0000000000
"858","85989702",49.2766750000,-124.9263033300,".",131.0587463400,0.0027538198,0.0011997052,14.5827379230,72.0000000000
"859","85990724",49.2691850000,-124.9240050000,".",46.0893516540,0.0034184116,0.0052736923,14.1604433060,153.0000000000
"860","85993500",45.5167199900,-122.7180051000,".",118.6225585900,-0.0036749248,-0.0009640605,7.6903595924,228.0000000000
"861","86002017",45.4465797120,-122.8711571200,".",313.1286010700,-0.0004418587,0.0003663945,10.8042783740,171.0000000000
"862","86341189",46.7311550000,-117.1742783300,".",,,,,
"863","86350419",47.6340780320,-122.2991664300,".",39.2257919310,-0.0014513860,-0.0005571209,5.4895310402,29.0000000000
"864","86364022",45.5107500000,-122.4915694400,".",191.0056610100,-0.0022385342,0.0002500296,2.0040388107,74.0000000000
"865","86443651",47.0810347770,-122.7813377000,".",224.9776916500,0.0009024002,0.0002822618,2.1214194298,81.0000000000
"866","86499162",49.1171750000,-122.7692730000,".",115.4445953400,-0.0014069577,0.0003719669,10.5435237880,24.0000000000
"867","86567573",50.2833265970,-125.1980270800,".",186.8678436300,-0.0034715401,0.0002954452,7.1530623436,23.0000000000
"868","86581975",45.5159155790,-122.7185351400,".",103.3572006200,-0.0017532202,-0.0038578890,8.4357080460,235.0000000000
"869","86585445",45.5159219650,-122.7190091400,".",71.6793365480,-0.0019239233,-0.0038187839,10.2461137770,236.0000000000
"870","86730250",45.5133460160,-122.7195829200,".",213.6257629400,0.0037277639,-0.0021684568,9.2765665054,269.0000000000
"871","86733691",45.5133719140,-122.7195891500,".",213.6257629400,0.0037277639,-0.0021684568,9.2765665054,269.0000000000
"872","86735676",45.5135385240,-122.7194133500,".",109.1203537000,0.0019426954,-0.0003357759,2.1780600548,272.0000000000
"873","86737269",45.5136622380,-122.7193926000,".",109.1203537000,0.0019426954,-0.0003357759,2.1780600548,272.0000000000
"874","86796350",43.5638338640,-123.3908069500,".",200.6502838100,0.0014176606,0.0023669277,20.5839328770,499.0000000000
"875","86808849",49.2729466720,-124.7871085500,".",126.1399154700,0.0014196467,-0.0007280552,3.3924322128,70.0000000000
"876","86808859",49.2730333330,-124.7873816700,".",118.2233734100,0.0017750670,0.0001853490,3.6797988415,70.0000000000
"877","86898029",49.2735383330,-124.7919983300,".",100.9728698700,-0.0009122096,-0.0005922409,4.0767283440,68.0000000000
"878","86907436",49.2735850000,-124.7939650000,".",159.6273040800,0.0015694342,0.0008363979,6.3160853386,73.0000000000
"879","86907438",49.2739533330,-124.7935800000,".",133.7897949200,0.0010086804,0.0010968894,4.8531756401,73.0000000000
"880","86923184",45.2848444440,-121.8786250000,".",119.7855148300,0.0015968184,0.0069029094,26.2552814480,1114.0000000000
"881","87029308",49.3202870000,-122.9941271000,".",203.2368316700,0.0013112925,0.0002774343,2.7412283421,105.0000000000
"882","87195425",49.3188659720,-122.9743739700,".",291.3051452600,-0.0041473587,-0.0007003441,6.0457677841,106.0000000000
"883","87621560",47.3045800000,-122.5161533300,".",66.4338607790,0.0005304183,0.0009893090,3.4784131050,29.0000000000
"884","87625497",47.3724466670,-122.2552033300,".",335.6962890600,-0.0021404417,-0.0009477633,4.7031030655,11.0000000000
"885","87674507",49.2925483330,-124.5010883300,".",302.6125793500,0.0001093162,0.0005713326,1.4182420969,161.0000000000
"886","87733728",47.6204866670,-122.3300866700,".",139.8269653300,0.0030658024,0.0008284986,5.7585873604,47.0000000000
"887","87779139",45.2930050000,-121.8803550000,".",61.0203094480,0.0057811905,0.0022500092,26.6937961580,791.0000000000
"888","87813195",49.2864516670,-124.5129466700,".",95.4429321290,0.0007359543,0.0003157958,1.5570310354,179.0000000000
"889","87949492",47.4626366670,-123.8578200000,".",119.3506317100,0.0034244549,0.0021644533,5.1120858192,109.0000000000
"890","88061558",47.4774283330,-122.0978695000,".",211.0340271000,0.0000417344,0.0019612666,5.1409897804,172.0000000000
"891","88182512",48.8018609220,-122.1982415000,".",85.5638656620,-0.0000418851,0.0038839551,5.7562003136,75.0000000000
"892","88343303",48.7800531770,-122.1823584700,".",166.7354126000,-0.0021656537,-0.0003496267,15.5207061770,104.0000000000
"893","88449289",48.6809383520,-122.2773599600,".",238.9438934300,-0.0028442449,0.0008569410,7.2173290253,104.0000000000
"894","88589058",45.5167739720,-122.7179653300,".",118.6225585900,-0.0036749248,-0.0009640605,7.6903595924,228.0000000000
"895","88589921",45.5169217780,-122.7178895000,".",139.5757293700,-0.0021155304,-0.0007139281,6.2784576416,228.0000000000
"896","88639769",49.1061950000,-122.7554680000,".",231.3806915300,0.0031633752,0.0047476310,6.6056985855,18.0000000000
"897","88744515",47.1524416670,-121.6817950000,".",328.9494934100,-0.0012282162,0.0020302669,10.6087007520,507.0000000000
"898","88771264",48.8537030860,-121.7949066700,".",91.6748199460,-0.0030869227,0.0006219809,18.1338253020,1144.0000000000
"899","88785771",49.3348800000,-124.9211833300,".",244.6710510300,-0.0022175715,-0.0023209318,13.0797719960,69.0000000000
"900","88864273",45.5873004670,-122.7610433000,".",276.7111206100,0.0003494130,-0.0071569984,13.9332513810,4.0000000000
"901","88985611",47.3216152260,-122.2999921300,".",147.0348663300,-0.0012638199,-0.0013526182,3.6520941257,146.0000000000
"902","89124620",45.4964751700,-122.2868805500,".",91.4517288210,-0.0019056246,0.0009020128,3.5075535774,62.0000000000
"903","89124631",45.4965594500,-122.2869015900,".",189.5516357400,-0.0025433900,0.0000517736,1.9841818810,61.0000000000
"904","89124659",45.4969075510,-122.2879038100,".",251.8975677500,-0.0010437095,0.0001284708,1.3994805813,62.0000000000
"905","89144228",49.3326245610,-124.9190189100,".",221.9055786100,-0.0052896333,0.0043142461,12.1795558930,57.0000000000
"906","89240554",45.3232616670,-122.2886366700,".",296.0629577600,-0.0037987239,-0.0012623436,6.9378833771,183.0000000000
"907","89253731",47.1888740000,-122.3294094200,".",265.6822509800,-0.0001701466,0.0012330353,3.3391315937,20.0000000000
"908","89262685",47.1947002700,-122.1578006600,".",161.7984314000,-0.0016504526,-0.0011715633,5.4037437439,177.0000000000
"909","89281926",47.2453633330,-122.4411000000,".",36.2828178410,0.0010571338,0.0008251863,9.9219512939,50.0000000000
"910","89282903",47.1968533330,-122.4554366700,".",48.3584785460,-0.0018395297,-0.0024241635,5.9530029297,100.0000000000
"911","89374851",48.6967361350,-122.6822545000,".",186.8828887900,-0.0039743432,0.0012504525,13.4541606900,36.0000000000
"912","89398239",45.5169074160,-122.7178410400,".",139.5757293700,-0.0021155304,-0.0007139281,6.2784576416,228.0000000000
"913","89437680",47.7612916670,-122.2968000000,".",231.3377838100,-0.0032061453,-0.0002928733,2.9140360355,57.0000000000
"914","89489533",48.6812376390,-122.6332371300,".",52.8242568970,-0.0037027337,-0.0004016715,12.5523881910,27.0000000000
"915","89490980",48.6782958300,-122.6286207100,".",53.4633407590,-0.0008675269,0.0029101798,20.7259140010,36.0000000000
"916","89493524",48.6707664160,-122.6226340200,".",70.8094635010,0.0003431246,0.0003993191,24.2074909210,19.0000000000
"917","89498281",48.6596986210,-122.6144459100,".",24.3398456570,-0.0038078960,-0.0026714364,22.3686237340,22.0000000000
"918","89530686",48.7172948670,-122.6831486800,".",309.9021911600,-0.0031807553,-0.0002298445,4.8244743347,9.0000000000
"919","89582744",47.5170050000,-121.6084533300,".",323.9555358900,0.0018145924,0.0026506109,16.0133323670,287.0000000000
"920","89669701",48.7895337420,-122.4365658300,".",202.8075866700,0.0000860754,0.0001730619,1.8887913227,43.0000000000
"921","89675069",47.6459833330,-122.3352283300,".",213.8566436800,-0.0008727738,-0.0003668219,1.4471524954,11.0000000000
"922","89675673",47.6334416670,-122.3157366700,".",248.2998657200,0.0017632199,0.0006482542,5.0258250237,131.0000000000
"923","89710558",45.3503944440,-122.8447361100,".",198.0075836200,-0.0024913165,-0.0019500668,7.7951192856,57.0000000000
"924","89735546",48.4528833330,-115.7682000000,".",,,,,
"925","89737458",45.5195497630,-122.7188150200,".",324.7831420900,0.0012173420,0.0027488722,13.7148342130,235.0000000000
"926","89861240",49.1134600000,-122.7594900000,".",269.3776245100,0.0004120423,0.0004644968,2.3893442154,28.0000000000
"927","89893852",45.5178589360,-122.7178966900,".",124.2893219000,-0.0047845119,-0.0060411026,8.3234672546,215.0000000000
"928","89909893",48.5147866670,-122.6024700000,".",190.8476409900,0.0004226768,0.0014299803,18.0553226470,28.0000000000
"929","89912304",48.7350466730,-122.4536612300,".",120.3231887800,0.0004897562,-0.0016012415,5.7376184464,162.0000000000
"930","89920460",48.7181201830,-122.5039429200,".",174.9813537600,0.0006029672,0.0026309977,3.4798727036,25.0000000000
"931","90068303",48.8170175000,-123.3023265700,".",27.2391605380,-0.0007950992,0.0027924457,15.4885730740,33.0000000000
"932","90069436",48.8186790780,-123.3037541800,".",38.1223564150,-0.0016020112,-0.0002148288,22.1017627720,36.0000000000
"933","90079880",48.8156051130,-122.2028596000,".",169.5306854200,-0.0045747063,-0.0013069455,14.3246078490,82.0000000000
"934","90081456",48.7857546320,-122.1790955600,".",175.3348999000,-0.0015002423,-0.0005430603,6.2273879051,99.0000000000
"935","90089172",45.5176580620,-122.7172489400,".",157.1673278800,-0.0004677252,0.0006123242,14.5707912450,225.0000000000
"936","90091101",48.3997916670,-122.5709533300,".",150.9980011000,0.0052135955,0.0014464244,15.5202760700,46.0000000000
"937","90092376",48.3987383330,-122.5707633300,".",174.7503356900,0.0092819221,-0.0004611416,6.1971373558,61.0000000000
"938","90093679",48.3972283330,-122.5710666700,".",258.1713562000,0.0002366797,0.0000792147,5.1927084923,55.0000000000
"939","90168000",51.4456416670,-116.5354300000,".",,,,,
"940","90172818",48.7957478460,-122.4902120200,".",224.3477020300,0.0020861318,0.0012149756,3.1707723141,53.0000000000
"941","90177615",48.8396226740,-122.2973679000,".",282.4471435500,0.0013279355,0.0017401935,2.9028286934,61.0000000000
"942","90444489",47.2879320300,-122.3273286100,".",106.1095047000,0.0003205604,-0.0000681072,1.5237624645,67.0000000000
"943","90471272",48.9709226000,-122.0681630800,".",9.0578985214,-0.0000387798,0.0000067568,0.0233820230,241.0000000000
"944","90471626",48.9720162110,-122.0701060100,".",64.5362701420,-0.0035435176,0.0017972217,14.9480648040,249.0000000000
"945","90472304",48.9737363620,-122.0704255300,".",263.0950317400,-0.0021739630,0.0010081738,9.3089094162,253.0000000000
"946","90473338",48.9740565730,-122.0679910900,".",24.7201137540,-0.0037925905,0.0008672198,2.7783069611,241.0000000000
"947","90578830",48.6616022550,-122.2160838900,".",220.9836578400,-0.0008897823,0.0015750206,15.1750926970,135.0000000000
"948","90611638",48.7176034490,-122.1893489700,".",218.7369995100,0.0012857199,-0.0013842690,4.9330930710,94.0000000000
"949","90738744",49.3339690000,-122.9363490000,".",283.8636474600,0.0040865922,0.0095276404,29.4338703160,104.0000000000
"950","90750461",45.8466482110,-121.9888091500,".",114.1473159800,-0.0026395316,-0.0012331263,5.0754590034,669.0000000000
"951","90817505",45.4744266670,-122.6705816700,".",257.1440734900,-0.0016242125,-0.0012940008,3.3704609871,10.0000000000
"952","90830926",48.8381880880,-122.1656838400,".",229.4691772500,0.0004811733,-0.0003424587,4.5553293228,121.0000000000
"953","90850004",47.7194810000,-124.3149329700,".",244.5268707300,-0.0030398471,0.0007364011,11.5318861010,132.0000000000
"954","91030638",48.8919374170,-122.1500371800,".",187.6035461400,0.0002649996,0.0005186977,0.9861155748,130.0000000000
"955","91060842",45.5178567990,-122.7178442000,".",124.2893219000,-0.0047845119,-0.0060411026,8.3234672546,215.0000000000
